show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4471,Movie,Dragon Tiger Gate,Wilson Yip,"['Donnie Yen', 'Nicholas Tse', 'Shawn Yue', 'Dong Jie', 'Li Xiaoran', 'Yuen Wah', 'Chen Kuan Tai', 'Xing Yu', 'Vincent Sze', 'Tommy Yuen']","Hong Kong, China","October 27, 2018",2006,TV-14,94 min,"['action', 'adventure', 'international']",Dragon and his fellow students at Dragon Tiger Gate martial arts school team up to battle the ferocious villain Shibumi.
s6575,Movie,De Film van Dylan Haegens,"Dylan Haegens, Bas van Teylingen","['Dylan Haegens', 'Nick Golterman', 'Marit Brugman', 'Ilse Warringa', 'Teun Peters', 'Patrick Stoof', 'Rick Vermeulen', 'Rico Verhoeven']",Netherlands,"April 17, 2019",2018,TV-PG,81 min,"['comedy', 'international']",A YouTuber becomes obsessed with figuring out how his copycat archnemesis manages to steal all of his ideas.
s1222,Movie,Generasi 90an: Melankolia,Mohammad Irfan Ramly,"['Ari Irham', 'Aghniny Haque', 'Taskya Namya', 'Marcella Zalianty', 'Gunawan Sudrajat', 'Jennifer Coppen']",Indonesia,"March 11, 2021",2020,TV-14,94 min,"['drama', 'international']","After the devastating loss of a loved one, Abby forms a bond with his sister's best friend as he struggles to move on."
s6715,TV Show,Everyday Miracles,,['Mark Miodownik'],United Kingdom,"August 1, 2017",2014,TV-PG,1 Season,"['british', 'documentary', 'international']",Materials scientist Mark Miodownik takes us into the world of everyday objects that make our lives more comfortable than those of our ancestors.
s8687,Movie,Waar,Bilal Lashari,"['Shaan Shahid', 'Shamoon Abbasi', 'Ayesha Khan', 'Meesha Shafi', 'Ali Azmat', 'Hamza Abbasi', 'Kamran Lashari']",Pakistan,"July 1, 2017",2013,TV-MA,130 min,"['action', 'adventure', 'international']","When Pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late."
s2212,Movie,Romance Doll,Yuki Tanada,"['Issey Takahashi', 'Yuu Aoi', 'Kenta Hamano', 'Toko Miura', 'Koji Ohkura', 'Pierre Taki', 'Eri Watanabe', 'Kitaro']",Japan,"July 24, 2020",2020,TV-MA,124 min,"['drama', 'international', 'romance']","Love came naturally for married couple Sonoko and Tetsuo. But his secret profession as a love doll designer clashes with her deeper, darker secret."
s631,Movie,Killing Them Softly,Andrew Dominik,"['Brad Pitt', 'Scoot McNairy', 'Ben Mendelsohn', 'Richard Jenkins', 'James Gandolfini', 'Ray Liotta', 'Vincent Curatola', 'Slaine', 'Max Casella', 'Trevor Long', 'Sam Shepard']",United States,"June 28, 2021",2012,R,97 min,['drama'],"When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business."
s2195,TV Show,Unlucky Ploy,Nopparoj Chotmunkongsit,"['Anusorn Maneethet', 'Atsadaporn Siriwattanakul', 'Waratthaya Wongchayaporn', 'Thanawetch Siriwattanakul', 'Pokchat Thiamchai', 'Phichikorn Ployphimana', 'Supachai Suwanon', 'Daraneenuch Pasutanavin', 'Kittiphong Dumavibhat', 'Aphiradi Phawaphutanon', 'Attharut Krongrasri', 'Ronnawee Sereerat', 'Lita Janvarapa', 'Sitang Punnapob', 'Yani Tramod']",,"July 30, 2020",2020,TV-MA,1 Season,"['international', 'romance', 'comedy']","In this remake of the Korean series, a man becomes mired in the lives of two women who happen to share the same name."
s5006,Movie,Adel Karam: Live from Beirut,,['Adel Karam'],United States,"March 1, 2018",2018,TV-MA,59 min,['comedy'],"From Casino du Liban, Lebanese actor and comedian Adel Karam delivers earthy punchlines on kissing norms, colonoscopies and a porn star named Rocco."
s6173,Movie,Antar: Son of Shadad,Sherif Ismail,"['Mohamed Henedi', 'Bassem Samra', 'Dorra Zarrouk', 'Lotfy Labib']",Egypt,"May 9, 2019",2017,TV-MA,110 min,"['comedy', 'international']","Learning he is the grandson of a famous knight, a young man hilariously fights a rival gang to win over the most beautiful woman in the tribe."
s5207,TV Show,W1A,,"['Hugh Bonneville', 'Monica Dolan', 'Jessica Hynes', 'Rufus Jones', 'Sarah Parish', 'Nina Sosanya', 'Jason Watkins', 'Hugh Skinner', 'David Westhead', 'Jonathan Bailey', 'Ophelia Lovibond', 'David Tennant']",United Kingdom,"October 24, 2017",2017,TV-MA,3 Seasons,"['british', 'comedy']","The new Head of Values at the BBC deals with redefining the company's purpose, events like the arrival of Prince Charles and issues with new programs."
s4210,Movie,Next Enti?,Kunal Kohli,"['Navdeep', 'Larissa Bonesi', 'Sarathbabu', 'Tamannaah Bhatia', 'Sundeep Kishan', 'Poonam Kaur']",India,"January 9, 2019",2018,TV-14,117 min,"['comedy', 'drama', 'international']","Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again."
s2151,Movie,"Berlin, Berlin: Lolle on the Run",Franziska Meyer Price,"['Felicitas Woll', 'Janina Uhse', 'Jan Sosniok', 'Matthias Klimsa', 'Sandra Borgmann', 'Kai Lentrodt', 'Armin Rohde', 'Gitta Schweighöfer', 'Kailas Mahadevan']",Germany,"August 7, 2020",2020,TV-MA,82 min,"['comedy', 'international']","In this cinematic sequel to the hit TV series, Lolle has moved on from Sven and is about to marry her friend Hart – until Sven disrupts her plans."
s2086,TV Show,I AM A KILLER: RELEASED,,,"United Kingdom, United States","August 28, 2020",2020,TV-MA,1 Season,"['british', 'crime', 'documentary']","In this crime docuseries spinoff, a convict is paroled 30 years after being sentenced to death for murder. Then he makes a stunning confession."
s1162,Movie,Elizabeth and Margaret: Love and Loyalty,,,United Kingdom,"March 26, 2021",2020,TV-PG,87 min,['documentary'],"This documentary takes an intimate look at the complex, widely misunderstood relationship between Queen Elizabeth II and her sister, Princess Margaret."
s8481,Movie,The Rehearsal,Alison MacLean,"['James Rolleston', 'Kerry Fox', 'Ella Edwards', 'Alice Englert']",New Zealand,"January 1, 2018",2016,TV-MA,102 min,"['drama', 'independent', 'international']",A drama student is torn between creative possibility and ethical boundaries when his girlfriend's family gets caught up in a sex scandal.
s6126,Movie,Alpha and Omega: The Legend of the Saw Tooth Cave,Richard Rich,"['Debi Derryberry', 'Ben Diskin', 'Kate Higgins', 'Lindsay Torrance', 'Larry Thomas', 'Bill Lader', 'Cindy Robinson']","United States, India","January 1, 2020",2014,TV-Y7,45 min,['family'],"When a wolf pup named Runt sneaks off to explore a mysterious cave, he meets and befriends a wolf driven from her pack because she's blind."
s100,TV Show,On the Verge,,"['Julie Delpy', 'Elisabeth Shue', 'Sarah Jones', 'Alexia Landeau', 'Mathieu Demy', 'Troy Garity', 'Timm Sharp', 'Giovanni Ribisi']","France, United States","September 7, 2021",2021,TV-MA,1 Season,"['comedy', 'drama']","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA."
s379,Movie,Fantastic Fungi,Louie Schwartzberg,,United States,"July 28, 2021",2019,TV-14,81 min,['documentary'],"Delve into the magical world of fungi, from mushrooms that clear oil spills to underground fungal networks that help trees communicate."
s4008,Movie,Jeff Dunham: Arguing with Myself,Manny Rodriguez,['Jeff Dunham'],United States,"March 15, 2019",2006,TV-MA,69 min,['comedy'],"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country."
s3481,Movie,TUNA GIRL,Mana Yasuda,"['Fuka Koshiba', 'Tom Fujita', 'Hidetoshi Hoshida', 'Hiroto Kanai', 'Ryosuke Yusa', 'Shuri Tanaka', 'Chal Inoue', 'Takashi Taniguchi', 'Takeshi Masu']",Japan,"September 28, 2019",2019,TV-PG,90 min,"['drama', 'international']",A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.
s5351,TV Show,Fartsa,,"['Alexander Petrov', 'Fillip Gorenshtein', 'Maksim Emelyanov', 'Aleksey Vesyolkin', 'Zoya Berber', 'Ieva Andrejevaite']",Russia,"August 1, 2017",2015,TV-14,1 Season,"['crime', 'international', 'drama']","As four Russian friends grow up in the early '60s, life, love and the curse of success threaten to derail their dreams."
s6973,Movie,Hiroshima: The Real History,Lucy van Beek,['John Sessions'],United Kingdom,"March 31, 2017",2015,TV-PG,95 min,['documentary'],This detailed examination of the 1945 Hiroshima bombing includes the prelude to and aftermath of history's controversial first use of atomic weapons.
s1752,Movie,Elf Pets: A Fox Cub’s Christmas Tale,Chanda Bell,"['Leslie Bellair', 'Brad Hyland', 'Brody Rose', 'Carol Aebersold']",United States,"November 1, 2020",2020,TV-Y,28 min,['family'],An elite team of elves – and their furry fox cub friends – help bring the Christmas spirit to a boy whose mom may not make it home for the holidays.
s8447,Movie,The Parole Officer,John Duigan,"['Steve Coogan', 'Emma Gilmour', 'Susan Jane Tanner', 'Iain Mitchell', 'James Smith', 'Om Puri', 'Steven Waddington', 'Ben Miller', 'Lena Headey', 'Jenny Agutter']",United Kingdom,"August 1, 2018",2001,R,94 min,"['action', 'adventure', 'comedy']","After witnessing a murder, Simon Garden is framed – and the only evidence that proves his innocence is a videotape locked inside a bank vault."
s1112,Movie,Wild Child,Nick Moore,"['Emma Roberts', 'Kimberley Nixon', 'Juno Temple', 'Linzey Cocker', 'Sophie Wu', 'Alex Pettyfer', 'Georgia King', 'Natasha Richardson', 'Aidan Quinn', 'Lexi Ainsworth']","United States, United Kingdom, France","April 2, 2021",2008,PG-13,98 min,"['comedy', 'romance']","Accustomed to getting her way, a wealthy teenage girl from Los Angeles is sent to a strict boarding school in England to clean up her act."
s3432,Movie,The Bling Lagosians,Bolanle Austen-Peters,"['Gbenga Titiloye', 'Elvina Ibru', 'Sharon Ooja', 'Osas Ighodaro Ajibade', 'Monalisa Chinda', 'Toyin Abraham', 'Bisola Aiyeola', 'Oladele Ogunlana', 'Jimmy Odukoya', 'Alex Ekubo']",Nigeria,"October 11, 2019",2019,TV-14,99 min,"['drama', 'international']","With a matriarch bent on having a lavish 51st birthday party, her family's debt is on the verge of exposure, threatening their business – and legacy."
s2201,Movie,Tread,Paul Solet,,United States,"July 29, 2020",2019,TV-MA,88 min,['documentary'],This documentary reconstructs the pivotal moments that drove a man on a rampage to destroy a small town with a bulldozer he fortified in secret.
s1586,TV Show,Manhunt: Deadly Games,,"['Cameron Britton', 'Jack Huston', 'Judith Light', 'Carla Gugino', 'Gethin Anthony', 'Kelly Jenrette', 'Arliss Howard', 'Jay O. Sanders', 'Nick Searcy', 'Marley Shelton', 'Becky Ann Baker', 'Brad William Henke']",,"December 7, 2020",2020,TV-14,1 Season,"['crime', 'drama', 'mystery']","Despite his heroics, security guard Richard Jewell becomes a suspect in the FBI investigation of a foiled terrorist attack at the 1996 Olympics."
s3181,Movie,A Christmas Prince: The Royal Baby,John Schultz,"['Rose McIver', 'Ben Lamb', 'Alice Krige', 'Honor Kneafsey', 'Sarah Douglas', 'Andy Lucas', 'Raj Bajaj', 'Richard Ashton', 'Tahirah Sharif', 'Joel McVeagh', 'Theo Devaney', 'Kevin Shen', 'Momo Yeung', 'Crystal Yu', 'Billy Angel']",United States,"December 5, 2019",2019,TV-PG,85 min,"['family', 'drama', 'romance']","Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery."
s1295,TV Show,Tribes of Europa,,"['Henriette Confurius', 'Emilio Sakraya', 'David Ali Rashed', 'Oliver Masucci', 'Melika Foroutan', 'Ana Ularu', 'Robert Finster']",Germany,"February 19, 2021",2021,TV-MA,1 Season,"['international', 'action', 'adventure', 'drama']","In post-apocalyptic Europe, amid wars among microstates, three siblings fight for survival as a greater threat looms over the continent."
s7369,TV Show,Mad Men,,"['Jon Hamm', 'Elisabeth Moss', 'Vincent Kartheiser', 'January Jones', 'Christina Hendricks', 'Aaron Staton', 'Rich Sommer', 'John Slattery', 'Kiernan Shipka', 'Robert Morse', 'Michael Gladis', 'Christopher Stanley', 'Bryan Batt', 'Jared Harris', 'Jessica Paré', 'Alison Brie', 'Jay R. Ferguson', 'Ben Feldman', 'Mark Moses', 'Alexa Alemanni', 'Julie McNiven']",United States," March 22, 2015",2014,TV-14,7 Seasons,['drama'],"Set in 1960s New York City, this award-winning series takes a peek inside an ad agency during an era when the cutthroat business had a glamorous lure."
s553,Movie,Holiday on Mars,Neri Parenti,"['Christian De Sica', 'Massimo Boldi', 'Lucia Mascino', 'Milena Vukotic', 'Paola Minaccioni', 'Herbert Ballerina', 'Denise Tantucci', 'Fiammetta Cicogna', 'Francesco Bruni', 'Alessandro Bisegna']",,"July 2, 2021",2020,TV-MA,94 min,"['comedy', 'international']",A scoundrel's mission to escape his family and remarry on Mars is hilariously scrubbed when a mishap with a black hole turns his son into an old man.
s223,TV Show,Clickbait,Brad Anderson,"['Zoe Kazan', 'Betty Gabriel', 'Adrian Grenier', 'Phoenix Raei', 'Abraham Lim', 'Jessica Collins', 'Camaron Engels', 'Jaylin Fletcher', 'Liz Alexander', 'Joyce Guy', 'Daniel Henshall', 'Ian Meadows', 'Jamie Timony', 'Steve Mouzakis', 'Becca Lish']",,"August 25, 2021",2021,TV-MA,1 Season,"['crime', 'drama', 'mystery']","When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why."
s3510,Movie,Kabir Singh,Sandeep Reddy Vanga,"['Shahid Kapoor', 'Kiara Advani', 'Suresh Oberoi', 'Arjan Bajwa', 'Adil Hussain', 'Nikita Dutta', 'Kamini Kaushal', 'Anurag Arora']",India,"September 19, 2019",2019,TV-MA,171 min,"['drama', 'international', 'romance']","An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends."
s3744,TV Show,The Alcàsser Murders,Elías León,,Spain,"June 15, 2019",2019,TV-MA,1 Season,"['crime', 'documentary', 'international']",New interviews and an up-to-date analysis of evidence shed light on the 1992 murders of three girls in Spain and their profound impact on the nation.
s1772,TV Show,Afronta! Facing It!,Juliana Vicente,"['Loo Nascimento', 'Ingrid Silva', 'Rincon Sapiência', 'Batekoo', 'Gabriel Martins', 'Benjamin Abras', 'Daniele DaMata', 'Tasha & Tracie Okereke', 'Mariana de Matos', 'André Novais', 'Mahal Pita', 'Grace Passô', 'Thamyra Thâmara', 'Xenia França', 'Criola', 'Dani Ornellas', 'Anelis Assumpção', 'Magá Moura', 'Tássia Reis', 'Liniker', 'Yasmin Thayná', 'Raquel Virgínia', 'Juliana Luna', 'Erica Malunguinho', 'Diane Lima', 'Karol Conká']",Brazil,"October 31, 2020",2017,TV-PG,1 Season,"['documentary', 'international']","This docuseries spotlights Afro-Brazilian thinkers sharing their individual journeys and discussing representation, entrepreneurship and community."
s1547,TV Show,Song Exploder,,['Hrishikesh Hirway'],United States,"December 15, 2020",2020,TV-MA,2 Seasons,['documentary'],Get inspired as musicians dig deep into the creative process of songwriting and reveal their intimate thoughts in a series based on the hit podcast.
s2158,TV Show,Wizards: Tales of Arcadia,,"[""Colin O'Donoghue"", 'David Bradley', 'Lena Headey', 'Emile Hirsch', 'Lexi Medrano', 'Steven Yeun', 'Alfred Molina', 'James Faulkner', 'Stephanie Beatriz', 'John Rhys-Davies']",United States,"August 7, 2020",2020,TV-Y7,1 Season,"['family', 'action', 'adventure', 'sci-fi', 'fantasy']","Merlin’s apprentice joins Arcadia’s heroes on a time-bending adventure in Camelot, where conflict is brewing between the human, troll and magical worlds."
s7089,Movie,Inuyasha the Movie - L'isola del fuoco scarlatto,Toshiya Shinohara,"['Kappei Yamaguchi', 'Satsuki Yukino', 'Koji Tsujitani', 'Houko Kuwashima', 'Kumiko Watanabe', 'Noriko Hidaka', 'Ken Narita', 'Cho', 'Mamiko Noto', 'Nobutoshi Canna', 'Fumiko Orikasa', 'Richard Ian Cox', 'Moneca Stori']",Japan,"September 1, 2017",2004,TV-PG,88 min,"['action', 'adventure', 'anime', 'international']","Ai, a young half-demon who has escaped from Horai Island to try to help his people, returns with potential saviors InuYasha, Sesshomaru and Kikyo."
s5180,Movie,Jerry Seinfeld: Comedian,Christian Charles,"['Jerry Seinfeld', 'Orny Adams', 'Colin Quinn', 'Bill Cosby', 'Robert Klein', 'Chris Rock', 'Garry Shandling', 'Jay Leno', 'Kevin Nealon', 'Ray Romano']",United States,"November 7, 2017",2002,R,81 min,['documentary'],Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.
s7590,TV Show,Ninja Turtles: The Next Mutation,,"['Jarred Blancard', 'Mitchell A. Lee Yuen', 'Dean Choe', 'Richard Yee', 'Gabe Khouth', 'Nicole Parker', 'Kirby Morrow', 'Matt Hill', 'Jason Gray-Stanford', 'Michael Dobson', 'Lalainia Lindbjerg', 'Shishir Inocalla', 'Fiona Scott', 'Stephen Mendel', 'Larry Lam', 'Geoff Wong']","Canada, United States","January 1, 2016",1997,TV-G,1 Season,"['family', 'comedy']",Everyone's favorite teenage mutants are back in live action to fight crime with help from a new ninja turtle – a female named Venus De Milo.
s1567,Movie,She's the One,Mae Czarina Cruz,"['Bea Alonzo', 'Dingdong Dantes', 'Enrique Gil']",Philippines,"December 10, 2020",2013,TV-14,111 min,"['drama', 'international', 'romance']","When his best friend gets stranded in the rain and becomes the subject of a romantic viral video, a morning show host must confront his true feelings."
s5881,Movie,"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin","Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells","['Mike Smith', 'John Paul Tremblay', 'Robb Wells', 'John Dunsworth', 'Pat Roach', 'Tom Green', 'Verne Troyer', 'Jonathan Torrens']",Canada,"December 9, 2015",2015,TV-MA,74 min,"['comedy', 'international']","Ricky, Julian and Bubbles bring their trailer park humor out onto the stage for a night of bravado, schemes and an intoxicated acting demo."
s3734,Movie,Adam Devine: Best Time of Our Lives,Jay Karas,['Adam Devine'],United States,"June 18, 2019",2019,TV-MA,59 min,['comedy'],"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha."
s4587,Movie,Mugamoodi,Mysskin,"['Jiiva', 'Pooja Hegde', 'Narain', 'Nasser', 'Girish Karnad', 'Anupama Kumar', 'Selvaah']",India,"October 1, 2018",2012,TV-14,150 min,"['action', 'adventure', 'international']",A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.
s3250,TV Show,Bangkok Buddies,,"['Vayu Kessuvit', 'Ekapol Deebunmee', 'Nuttapong Boonyuen', 'Thanadol Auepongs', 'Martin Sidel', 'Nichaphat Chatchaipholrat', 'Narupornkamol Chaisang', 'Jidapa Siribunchawan', 'Hortnarong Teng', 'Everest Moe', 'Le Trung Hieu']",Thailand,"November 20, 2019",2019,TV-MA,1 Season,"['international', 'comedy', 'drama']","Living under the same roof, a group of unabashed friends wrestle with everyday issues from financial woes and shared quarters to romantic misfires."
s3912,Movie,Ek Khiladi Ek Haseena,Suparn Verma,"['Koena Mitra', 'Fardeen Khan', 'Kay Kay Menon', 'Mumait Khan', 'Rakhi Sawant', 'Feroz Khan', 'Zabyn Khan', 'Rohit Roy', 'Gulshan Grover', 'Amin Hajee']",India,"April 15, 2019",2005,TV-14,141 min,"['international', 'music', 'thriller']","Indebted to a gangster, a grifter assembles a band of fellow swindlers to attempt his biggest scam yet, but it's soon clear that no one can be trusted."
s3767,Movie,Pachamama,Juan Antin,"['Adam Moussamih', 'Charli Birdgenau', 'Vlastra Vrana', 'Sonja Ball', 'Alexandre Harough']","France, Luxembourg, Canada","June 7, 2019",2019,PG,71 min,['family'],"When a sacred statue is taken from his Andean village, a spirited boy who dreams of becoming a shaman goes on a brave mission to get it back."
s7764,TV Show,Power Rangers Dino Thunder,,"['James Napier', 'Kevin Duhaney', 'Emma Lahana', 'Jason David Frank', 'Jeffrey Parazzo', 'Katrina Devine', 'Tom Hern', 'Miriama Smith', 'Latham Gaines', 'James Gaylyn']",United States,"January 1, 2016",2004,TV-Y7,1 Season,['family'],"Dr. Tommy Oliver returns when his students discover the Dino Gems that morph them into the Dino Power Rangers, enabling them to stop the evil Mesogog."
s8226,Movie,The Breadwinner,Nora Twomey,"['Saara Chaudry', 'Soma Chhaya', 'Ali Badshah', 'Soma Bhatia', 'Shaista Latif', 'Laara Sadiq', 'Kawa Ada', 'Noorin Gulamgaus']","Ireland, Canada, Luxembourg, United States, United Kingdom, Philippines, India","February 20, 2018",2017,PG-13,93 min,"['family', 'drama', 'international']",A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.
s668,TV Show,Glee,,"['Lea Michele', 'Chris Colfer', 'Jane Lynch', 'Matthew Morrison', 'Cory Monteith', 'Naya Rivera', 'Kevin McHale', 'Jenna Ushkowitz', 'Amber Riley', 'Mark Salling', 'Heather Morris', 'Harry Shum Jr.', 'Jayma Mays', 'Dianna Agron']",United States,"June 19, 2021",2015,TV-14,6 Seasons,"['comedy', 'drama', 'teen']","Amid relationship woes and personal attacks from a wicked cheerleading coach, a teacher fights to turn underdog glee club members into winners."
s6556,Movie,Dallas Buyers Club,Jean-Marc Vallée,"['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto', ""Denis O'Hare"", 'Steve Zahn', ""Michael O'Neill"", 'Dallas Roberts', 'Griffin Dunne', 'Kevin Rankin', 'Donna DuPlantier']",United States,"January 16, 2018",2013,R,117 min,"['drama', 'independent', 'lgbtq']","Refusing to accept a death sentence from his doctor after being diagnosed with AIDS in 1986, Ron Woodroof smuggles medications from abroad."
s8285,Movie,The Dukes of Hazzard,Jay Chandrasekhar,"['Johnny Knoxville', 'Seann William Scott', 'Jessica Simpson', 'Burt Reynolds', 'M.C. Gainey', 'David Koechner', 'Kevin Heffernan', 'James Roday', 'Michael Roof', 'Joe Don Baker']",United States,"January 1, 2020",2005,PG-13,104 min,"['action', 'adventure', 'comedy']","The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger."
s5386,Movie,Take Me,Pat Healy,"['Taylor Schilling', 'Pat Healy', 'Alycia Delmore', ""Jim O'Heir"", 'Brooke Dillman', 'Mark Kelly', 'Toby Huss', 'Alejandro Patiño']",United States,"July 7, 2017",2017,TV-MA,84 min,"['comedy', 'independent']","With his simulated kidnapping business flagging, an entrepreneur jumps at a weekend abduction opportunity – only to find the job isn't what it seems."
s6260,Movie,Beak & Brain: Genius Birds From Down Under,"Volker Arzt, Angelika Sigl",,Germany,"March 1, 2017",2013,TV-G,52 min,"['documentary', 'international']","Whoever came up with the term ""bird brain"" never met these feathered thinkers, who use their claws and beaks to solve puzzles, make tools and more."
s6312,Movie,Billy Elliot,Stephen Daldry,"['Jamie Bell', 'Gary Lewis', 'Stuart Wells', 'Billy Fane', 'Colin MacLachlan', 'Nicola Blackwell', 'Carol McGuigan', 'Joe Renton', 'Janine Birkett', 'Charlie Hardwick', 'Mike Elliot', 'Jean Heywood', 'Jamie Draven', 'Julie Walters', 'Trevor Fox', 'Adam Cooper']","United Kingdom, France","February 1, 2019",2000,R,110 min,"['drama', 'independent', 'international']","When a boy trades boxing school for ballet lessons, he may take his newfound talent all the way to the top - and win over his disapproving father."
s7806,Movie,Pyaar Ka Punchnama,Luv Ranjan,"['Kartik Aaryan', 'Divyendu Sharma', 'Raayo S. Bakhirta', 'Nushrat Bharucha', 'Sonalli Sehgall', 'Ishita Raj']",India,"May 1, 2017",2011,TV-14,149 min,"['comedy', 'drama', 'international']",Matters of the heart introduce chaos into the once-idyllic bachelor existence of three young men who share an apartment.
s213,TV Show,Rebellion,,"['Charlie Murphy', 'Ruth Bradley', 'Sarah Greene', 'Brian Gleeson', 'Michelle Fairley', 'Ian McElhinney', 'Michael Ford-FitzGerald', 'Paul Reid', 'Barry Ward', 'Tom Turner', 'Perdita Weeks', 'Andrew Simpson', 'Sophie Robinson']",Ireland,"August 27, 2021",2016,TV-MA,2 Seasons,"['international', 'drama']","As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule."
s6293,Movie,Beyond All Boundaries,Sushrut Jain,['Kunal Nayyar'],"United States, India","April 1, 2017",2013,TV-14,98 min,"['documentary', 'international', 'sport']","As the 2011 Cricket World Cup begins, three Indians demonstrate their passion and the sacrifices they've made for the country's most popular sport."
s6434,Movie,Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,"['James Marsden', 'Nick Nolte', 'Christina Applegate', 'Katt Williams', 'Bette Midler', 'Neil Patrick Harris', 'Sean Hayes', 'Wallace Shawn', 'Roger Moore', 'Joe Pantoliano', 'Michael Clarke Duncan', ""Chris O'Donnell"", 'Jack McBrayer', 'Kiernan Shipka']","United States, Australia","February 1, 2019",2010,PG,82 min,"['family', 'comedy']",Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination.
s2347,TV Show,"Roswell, New Mexico",,"['Jeanine Mason', 'Nathan Parsons', 'Michael Vlamis', 'Lily Cowles', 'Tyler Blackburn', 'Heather Hemmens', 'Michael Trevino', 'Trevor St. John']",United States,"June 23, 2020",2020,TV-14,2 Seasons,"['classic', 'cult', 'drama', 'sci-fi', 'fantasy']","After 10 years, a woman returns to her sleepy tourist-occupied hometown and discovers her high-school crush is also an unusual foreigner."
s1405,TV Show,Henry Danger,,"['Jace Norman', 'Cooper Barnes', 'Riele Downs', 'Sean Ryan Fox', 'Ella Anderson', 'Michael D. Cohen']",United States,"January 15, 2021",2016,TV-G,3 Seasons,"['family', 'comedy']","A new part-time job forces Henry Hart to balance two lives, one as a typical teenager and the other as secret superhero sidekick Kid Danger."
s4696,Movie,Party Monster: Scratching the Surface,,"['Ellie Kemper', 'Jane Krakowski', 'Tituss Burgess', 'Carol Kane', 'Jon Hamm', 'Bobby Moynihan', 'Lauren Adams', 'Sara Chase', 'Sol Miranda', 'Derek Klena', 'Aidy Bryant']",United States,"August 17, 2018",2018,TV-14,33 min,['comedy'],"In the probing documentary ""Party Monster,"" DJ Fingablast investigates what became of his childhood hero, DJ Slizzard."
s4303,Movie,Sad Hill Unearthed,Guillermo de Oliveira,,Spain,"December 15, 2018",2017,TV-14,83 min,"['documentary', 'international']","An eclectic group of fans of 1966's ""The Good, the Bad and the Ugly"" attempt to restore the cemetery set in Spain where the movie's climax was filmed."
s8712,Movie,Weeds on Fire,Chi Fat Chan,"['Liu Kai Chi', 'Lam Yiu-sing', 'Tony Tsz-Tung Wu', 'Poon Chan-leung', 'Sun Li Man', 'Tam Sin Yin', 'Sham Ka Ki', 'Wang Simin', 'Jan Lamb']",Hong Kong,"September 27, 2018",2016,TV-MA,95 min,"['drama', 'independent', 'international']","In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league."
s6186,Movie,Arthur,Jason Winer,"['Russell Brand', 'Helen Mirren', 'Greta Gerwig', 'Jennifer Garner', 'Geraldine James', 'Luis Guzmán', 'Nick Nolte', 'Christina Jacquelyn Calph', 'Murphy Guyer', 'José Ramón Rosario']",United States,"April 1, 2019",2011,PG-13,110 min,"['comedy', 'romance']",Russell Brand stars in this remake as a philanderer who must decide whether to give up an inheritance of millions for the sake of romance.
s8806,Movie,Zoom,Peter Hewitt,"['Tim Allen', 'Courteney Cox', 'Chevy Chase', 'Kate Mara', 'Ryan Newman', 'Michael Cassidy', 'Spencer Breslin', 'Rip Torn', 'Kevin Zegers']",United States,"January 11, 2020",2006,PG,88 min,"['family', 'comedy']","Dragged from civilian life, a former superhero must train a new crop of youthful saviors when the military preps for an attack by a familiar villain."
